year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2000,April 14th,Gang,,,28915.00,,,,14479.00,11,1.90,,,,https://www.the-numbers.com/movie/Gang
2000,April 14th,Eve,,,6381.00,,,,6381.00,1,1.00,23,Short Film,,https://www.the-numbers.com/movie/Eve
2000,April 14th,East is East,Comedy,26267988.00,4170647.00,30438635.00,3000000.00,,53569.00,4,9.40,,,Contemporary Fiction,https://www.the-numbers.com/movie/East-is-East
2000,April 14th,The Girl Next Door,Documentary,,769472.00,,,,8412.00,1,14.80,,Porn Business,Factual,https://www.the-numbers.com/movie/Girl-Next-Door-The-(2000)
2000,April 14th,American Psycho,Black Comedy,19200000.00,15070285.00,34270285.00,8000000.00,,4961015.00,1236,4.30,101,Serial Killer,Historical Fiction,https://www.the-numbers.com/movie/American-Psycho
2000,April 14th,Hadh Kar Di Aapne,,,76057.00,,,,,,,,,,https://www.the-numbers.com/movie/Hadh-Kar-Di-Aapne
2000,April 14th,Alien Adventure,Adventure,15410295.00,5017383.00,20427678.00,,,38410.00,4,72.70,35,3-D,Science Fiction,https://www.the-numbers.com/movie/Alien-Adventure
2000,April 8th,Shigatsu monogatari,Drama,33352.00,n/a,33352.00,,,,,,67,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Shigatsu-monogatari-(Japan)
2000,April 14th,28 Days,Comedy,25028457.00,37035515.00,62063972.00,43000000.00,,10310672.00,2523,5.50,104,Addiction,Contemporary Fiction,https://www.the-numbers.com/movie/28-Days
2000,April 7th,Southpaw,,,26822.00,,,,21381.00,19,2.00,,,,https://www.the-numbers.com/movie/Southpaw-(2000)
2000,April 7th,Rules of Engagement,Drama,10397073.00,61322858.00,71719931.00,60000000.00,,15011181.00,3155,6.50,127,Courtroom Drama,Contemporary Fiction,https://www.the-numbers.com/movie/Rules-of-Engagement
2000,April 7th,This is not an Exit: The Fictional World of Bret Easton Ellis,,,869.00,,,,869.00,1,1.00,,,,https://www.the-numbers.com/movie/This-is-not-an-Exit-The-Fictional-World-of-Bret-Easton-Ellis
2000,April 7th,The Specialist,Documentary,,20021.00,,,,,,,128,,,https://www.the-numbers.com/movie/Specialist-The-(1999)
2002,March 13th,Kissing Jessica Stein,Romantic Comedy,2319339.00,7025722.00,9345061.00,1500000.00,,346999.00,26,6.60,,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/Kissing-Jessica-Stein
2002,March 8th,The Wetonkawa Flash,Comedy,,5030.00,,,,5030.00,1,1.00,90,,,https://www.the-numbers.com/movie/Wetonkawa-Flash-The
2002,March 8th,The Time Machine,Adventure,42298771.00,56684819.00,98983590.00,80000000.00,,22610437.00,2944,4.40,96,Time Travel,Science Fiction,https://www.the-numbers.com/movie/Time-Machine-The
2002,March 8th,Festival in Cannes,,,298971.00,,,,41006.00,6,6.40,,,,https://www.the-numbers.com/movie/Festival-in-Cannes
2002,March 15th,Harrison's Flowers,Drama,,1843570.00,,,,867635.00,398,2.20,,,Contemporary Fiction,https://www.the-numbers.com/movie/Harrisons-Flowers
2002,March 8th,Men with Brooms,Comedy,,4239767.00,,7500000.00,,,,,,Miscellaneous Sports,Contemporary Fiction,https://www.the-numbers.com/movie/Men-with-Brooms
2002,March 8th,All About the Benjamins,Comedy,390214.00,25482931.00,25873145.00,14000000.00,,10007291.00,1505,4.10,98,Buddy Comedy,Contemporary Fiction,https://www.the-numbers.com/movie/All-About-the-Benjamins-(2002)
2002,March 1st,We Were Soldiers,Drama,36538066.00,78120196.00,114658262.00,70000000.00,,20212543.00,3143,6.50,139,Historical Battles,Dramatization,https://www.the-numbers.com/movie/We-Were-Soldiers-(2002)
2002,March 1st,Gentleman Bandit,,,1663.00,,,,1663.00,1,1.00,,,,https://www.the-numbers.com/movie/Gentleman-Bandit
2002,March 1st,Esther Kahn,,,9033.00,,,,5124.00,1,2.00,,,,https://www.the-numbers.com/movie/Esther-Kahn
2002,March 1st,The Calling,Drama,,32092.00,,160000.00,,7000.00,1,1.80,,,Contemporary Fiction,https://www.the-numbers.com/movie/Calling-The
2002,March 1st,Wendigo,,,99958.00,,,,,,,,,,https://www.the-numbers.com/movie/Wendigo
2002,March 1st,Borstal Boy,Drama,,87074.00,,,,11164.00,2,3.40,,,,https://www.the-numbers.com/movie/Borstal-Boy
2002,March 1st,Ram Dass,,,236103.00,,,,16655.00,2,11.00,,,,https://www.the-numbers.com/movie/Ram-Dass
2002,February 22nd,Sex with Strangers,Documentary,,247740.00,,1100000.00,,11478.00,1,12.70,,,Factual,https://www.the-numbers.com/movie/Sex-with-Strangers
2002,March 1st,40 Days and 40 Nights,Romantic Comedy,57152885.00,37939782.00,95092667.00,17000000.00,,12229529.00,2225,4.50,94,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/40-Days-and-40-Nights
2002,February 22nd,Monsoon Wedding,Comedy,13148626.00,13876974.00,27025600.00,1200000.00,,68546.00,2,12.50,,,Contemporary Fiction,https://www.the-numbers.com/movie/Monsoon-Wedding
2002,February 22nd,Mean Machine,,,92723.00,,4500000.00,,16870.00,6,3.20,,Soccer,,https://www.the-numbers.com/movie/Mean-Machine
2002,February 22nd,How to Kill Your Neighbor's Dog,,,48564.00,,,,18956.00,6,3.20,,,,https://www.the-numbers.com/movie/How-to-Kill-Your-Neighbors-Dog
2002,February 22nd,Dragonfly,Thriller/Suspense,253620.00,30063805.00,30317425.00,60000000.00,,10216025.00,2507,4.10,103,Near Death Experience,Fantasy,https://www.the-numbers.com/movie/Dragonfly
2002,February 22nd,Queen of the Damned,Horror,,30307804.00,,35000000.00,,14757535.00,2511,3.60,101,Vampire,Fantasy,https://www.the-numbers.com/movie/Queen-of-the-Damned
2006,January 20th,Why We Fight,Documentary,,1880863.00,,,,53571.00,6,8.40,,,Factual,https://www.the-numbers.com/movie/Why-We-Fight
2002,February 22nd,The Cherry Orchard,Drama,,131188.00,,,,12738.00,2,12.50,,,Historical Fiction,https://www.the-numbers.com/movie/Cherry-Orchard-The
2006,January 20th,Underworld: Evolution,Action,51098887.00,62318875.00,113417762.00,45000000.00,,26857181.00,3207,4.10,,Vampire,Fantasy,https://www.the-numbers.com/movie/Underworld-Evolution
2006,December 2nd,Transamerica,Drama,7537860.00,9015303.00,16553163.00,1000000.00,,46908.00,2,4.40,,,Contemporary Fiction,https://www.the-numbers.com/movie/Transamerica
2006,January 20th,Looking for Comedy in the Muslim World,Comedy,,887416.00,,,,429223.00,161,2.40,,,Contemporary Fiction,https://www.the-numbers.com/movie/Looking-for-Comedy-in-the-Muslim-World
2006,January 20th,Pizza,,,4059.00,,,,4059.00,1,1.00,,,,https://www.the-numbers.com/movie/Pizza
2006,January 20th,The Real Dirt on Farmer John,Documentary,38285.00,34298.00,72583.00,,,12376.00,3,1.30,82,Environment,Factual,https://www.the-numbers.com/movie/Real-Dirt-on-Farmer-John-The
2006,January 20th,End of the Spear,Drama,175380.00,11748661.00,11924041.00,10000000.00,,4281388.00,1162,3.70,,Religious,Historical Fiction,https://www.the-numbers.com/movie/End-of-the-Spear
2006,January 20th,Dirty,,,271078.00,,,,95521.00,35,3.80,,Hood Film,,https://www.the-numbers.com/movie/Dirty-(2006)
2006,January 18th,Chaos,Action,,n/a,,,,,,,106,Action Thriller,Contemporary Fiction,https://www.the-numbers.com/movie/Chaos-(2005-Action)
2006,January 13th,That Man: Peter Berlin,,,55398.00,,,,,,,,,,https://www.the-numbers.com/movie/That-Man-Peter-Berlin
2006,January 13th,Quand la mer monte...,Romantic Comedy,,24038.00,,,,8058.00,2,4.00,,Foreign Language,Contemporary Fiction,https://www.the-numbers.com/movie/Quand-la-mer-monte
2006,January 13th,Tristan & Isolde,Drama,2720980.00,14734633.00,17455613.00,,,6583135.00,1845,2.80,125,Romantic Drama,Historical Fiction,https://www.the-numbers.com/movie/Tristan-and-Isolde
2006,January 13th,Last Holiday,Comedy,4943286.00,38399961.00,43343247.00,45000000.00,,12806188.00,2514,4.30,112,Epilogue,Contemporary Fiction,https://www.the-numbers.com/movie/Last-Holiday
2006,December 16th,Hoodwinked,Adventure,58456779.00,51386611.00,109843390.00,17500000.00,,12401900.00,2394,5.40,80,Extreme Sports,Kids Fiction,https://www.the-numbers.com/movie/Hoodwinked
2006,January 13th,Henri Cartier-Bresson - Biographie eines Blicks,Documentary,,25347.00,,,,7235.00,2,2.50,,Biography,Factual,https://www.the-numbers.com/movie/Henri-Cartier-Bresson-Biographie-eines-Blicks
2006,January 13th,Glory Road,Drama,151611.00,42647449.00,42799060.00,30000000.00,,13594734.00,2222,5.10,117,Basketball,Dramatization,https://www.the-numbers.com/movie/Glory-Road
2006,January 13th,Film Geek,Comedy,,17341.00,,,,5415.00,1,5.00,,,Contemporary Fiction,https://www.the-numbers.com/movie/Film-Geek
2006,January 6th,Kill the Poor,,,n/a,,,,,,,,,,https://www.the-numbers.com/movie/Kill-the-Poor
2006,January 6th,Hostel,Horror,34914637.00,47326473.00,82241110.00,4800000.00,,19556099.00,2195,3.80,95,Slasher Horror,Contemporary Fiction,https://www.the-numbers.com/movie/Hostel-(2006)
2002,February 22nd,Maryam,,,129265.00,,,,10123.00,1,8.70,,,,https://www.the-numbers.com/movie/Maryam
2006,January 6th,GrandmaÃ¢â‚¬â„¢s Boy,Comedy,500000.00,6090172.00,6590172.00,5000000.00,,3009341.00,2016,2.20,96,Delayed Adulthood,Contemporary Fiction,https://www.the-numbers.com/movie/Grandmas-Boy
2006,January 6th,Fateless,Drama,,196857.00,,12000000.00,,12680.00,1,9.10,140,,Historical Fiction,https://www.the-numbers.com/movie/Fateless
2006,January 13th,April's Shower,Romantic Comedy,,16255.00,,,,11566.00,5,2.00,100,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/Aprils-Shower
2005,January 21st,Monsieur N.,Drama,,37757.00,,,,1747.00,1,4.20,120,,Dramatization,https://www.the-numbers.com/movie/Monsieur-N
2005,January 21st,Watermarks,Documentary,,245845.00,,,,4837.00,1,13.90,,,Factual,https://www.the-numbers.com/movie/Watermarks
2005,January 21st,SheÃ¢â‚¬â„¢s One of Us,Drama,,996.00,,,,996.00,1,1.00,,,,https://www.the-numbers.com/movie/Shes-One-of-Us
2005,January 21st,Innocence and Experience: The Making of Ã¢â‚¬ËœThe Age of InnocenceÃ¢â‚¬â„¢,Documentary,,3845.00,,,,3845.00,1,1.00,30,TV Movie,Factual,https://www.the-numbers.com/movie/Innocence-and-Experience-The-Making-of-The-Age-of-Innocence-(Documentary)
2005,January 21st,Gory Gory Hallelujah,Musical,,12604.00,,425000.00,,2360.00,1,3.00,,,,https://www.the-numbers.com/movie/Gory-Gory-Hallelujah
2005,January 21st,Beautiful Boxer,Drama,,133920.00,,,,8713.00,2,11.20,,Foreign Language,Dramatization,https://www.the-numbers.com/movie/Beautiful-Boxer
2005,January 21st,Kisna,Drama,30936.00,147000.00,177936.00,,,147000.00,68,1.00,,,,https://www.the-numbers.com/movie/Kisna
2005,January 19th,With God on Our Side,Documentary,,1806.00,,,,563.00,1,2.00,,,Factual,https://www.the-numbers.com/movie/With-God-on-Our-Side
2005,January 21st,Are We There Yet?,Romantic Comedy,15440073.00,82674398.00,98114471.00,20000000.00,,18575214.00,2709,7.40,94,Road Trip,Kids Fiction,https://www.the-numbers.com/movie/Are-We-There-Yet
2005,January 19th,Assault On Precinct 13,Action,16000000.00,20040895.00,36040895.00,30000000.00,,6502724.00,2297,3.00,109,Action Thriller,Contemporary Fiction,https://www.the-numbers.com/movie/Assault-On-Precinct-13
2005,January 19th,Machuca,Drama,,26676.00,,,,4635.00,1,3.00,,,,https://www.the-numbers.com/movie/Machuca
2005,July 8th,Saraband,Drama,329547.00,645634.00,975181.00,,,34304.00,4,7.40,,Foreign Language,,https://www.the-numbers.com/movie/Saraband
2005,January 14th,Elaan,Thriller/Suspense,9329.00,n/a,9329.00,,,,,,149,,Contemporary Fiction,https://www.the-numbers.com/movie/Elaan-(2004-India)
2005,January 14th,Coach Carter,Drama,9400630.00,67264877.00,76665507.00,45000000.00,,24182960.00,2524,6.00,137,Basketball,Contemporary Fiction,https://www.the-numbers.com/movie/Coach-Carter-(2005)
2005,January 14th,AppurushÃƒÂ®do,Action,12793.00,129135.00,141928.00,,,66869.00,31,1.80,,Independent/Other Comics,,https://www.the-numbers.com/movie/Appurushido
2005,January 14th,Agata e la tempesta,Comedy,72688.00,n/a,72688.00,,,,,,125,,Contemporary Fiction,https://www.the-numbers.com/movie/Agata-e-la-tempesta-(2004-Italy)
2005,January 7th,White Noise,Horror,36000000.00,56094360.00,92094360.00,10000000.00,,24113565.00,2261,4.80,101,Supernatural,Contemporary Fiction,https://www.the-numbers.com/movie/White-Noise-(2005)
2005,January 7th,Solitude,Drama,,6260.00,,200000.00,,1480.00,2,2.50,99,,,https://www.the-numbers.com/movie/Solitude
2005,January 14th,Elektra,Action,32414911.00,24409722.00,56824633.00,65000000.00,,12804793.00,3203,2.90,97,Marvel Comics,Super Hero,https://www.the-numbers.com/movie/Elektra
2005,January 7th,Travellers and Magicians,Drama,815368.00,506793.00,1322161.00,1800000.00,,22793.00,3,16.30,,Foreign Language,,https://www.the-numbers.com/movie/Travellers-and-Magicians
2005,January 14th,Racing Stripes,Adventure,40036911.00,49772522.00,89809433.00,30000000.00,,13920052.00,3185,6.10,102,Talking Animals,Kids Fiction,https://www.the-numbers.com/movie/Racing-Stripes
2001,March 16th,Enemy at the Gates,Drama,45574512.00,51396781.00,96971293.00,85000000.00,,13810266.00,1509,8.30,131,Historical Battles,Historical Fiction,https://www.the-numbers.com/movie/Enemy-at-the-Gates-(2001)
2001,March 16th,The Debut,Comedy,,1743570.00,,,,,,,94,,Contemporary Fiction,https://www.the-numbers.com/movie/Debut-The-(2001)
2001,March 14th,The Dish,Comedy,14000000.00,2252970.00,16252970.00,,,70612.00,6,9.50,101,,Dramatization,https://www.the-numbers.com/movie/Dish-The
2001,March 9th,When Brandon Met Trudy,,,132384.00,,,,42055.00,14,4.00,,,,https://www.the-numbers.com/movie/When-Brandon-Met-Trudy
2001,March 16th,American Desi,Romantic Comedy,463400.00,902835.00,1366235.00,250000.00,,305054.00,38,3.80,,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/American-Desi
2001,March 9th,So Close to Paradise,,,1446.00,,,,1446.00,1,1.00,,Film Noir,,https://www.the-numbers.com/movie/So-Close-to-Paradise
2001,March 9th,La-Bas Mon Pays,,,14848.00,,,,,,,,,,https://www.the-numbers.com/movie/La-Bas-Mon-Pays
2001,March 9th,Simon Magus,,,38214.00,,,,5307.00,1,7.00,,,Fantasy,https://www.the-numbers.com/movie/Simon-Magus
2001,March 9th,Dayereh,Drama,9729.00,673780.00,683509.00,10000.00,,,,,90,Foreign Language,Contemporary Fiction,https://www.the-numbers.com/movie/Dayereh
2001,March 9th,Company Man,Comedy,476245.00,146028.00,622273.00,12000000.00,,74743.00,104,2.30,86,,Historical Fiction,https://www.the-numbers.com/movie/Company-Man
2001,March 7th,The Gleaners and I,,458.00,149834.00,150292.00,,,12655.00,2,12.00,,,,https://www.the-numbers.com/movie/Gleaners-and-I-The
2001,March 9th,15 Minutes,Thriller/Suspense,31956428.00,24375436.00,56331864.00,42000000.00,,10523154.00,2337,3.50,120,Crime Thriller,Contemporary Fiction,https://www.the-numbers.com/movie/15-Minutes
2001,March 2nd,The Widow of St. Pierre,Drama,,3058380.00,,13000000.00,,31702.00,1,13.40,,Foreign Language,Dramatization,https://www.the-numbers.com/movie/Widow-of-St-Pierre-The
2001,March 7th,Blow Dry,Comedy,,637769.00,,,,240166.00,157,2.50,,Beauty Industry,,https://www.the-numbers.com/movie/Blow-Dry
2001,March 2nd,See Spot Run,Adventure,9700076.00,33357476.00,43057552.00,16000000.00,,9715102.00,2656,6.30,94,Animal Lead,Kids Fiction,https://www.the-numbers.com/movie/See-Spot-Run
2001,March 9th,Get Over It,Romantic Comedy,8300000.00,11560259.00,19860259.00,10000000.00,,4134977.00,1742,3.80,,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Get-Over-It
2001,March 2nd,The Mexican,Action,78429635.00,66808615.00,145238250.00,40000000.00,,20108829.00,2951,5.70,122,Action Adventure,Contemporary Fiction,https://www.the-numbers.com/movie/Mexican-The
2001,March 2nd,Series 7: The Contenders,Drama,,171478.00,,,,28844.00,2,3.30,,Mockumentary,,https://www.the-numbers.com/movie/Series-7-The-Contenders
2001,March 2nd,Me You Them,Comedy,,323403.00,,,,17750.00,2,6.30,,,,https://www.the-numbers.com/movie/Me-You-Them
2004,February 13th,Cock Fight,,,3600.00,,,,,,,,,,https://www.the-numbers.com/movie/Cock-Fight
2001,March 2nd,Princes and Princess,,,43379.00,,,,,,,,,,https://www.the-numbers.com/movie/Princes-and-Princess
2004,February 13th,AprÃƒÂ¨s la vie,Drama,,38773.00,,,,5198.00,1,6.70,,Foreign Language,,https://www.the-numbers.com/movie/Apres-la-vie
2004,April 9th,The Cremaster Cycle,Drama,11219.00,151239.00,162458.00,,,7982.00,1,12.00,398,,Contemporary Fiction,https://www.the-numbers.com/movie/Cremaster-Cycle-The
2004,February 6th,What the #$'! Do We Know,Documentary,762967.00,10941801.00,11704768.00,4000000.00,,,,,,Meaning of Life,Factual,https://www.the-numbers.com/movie/What-the-Bleep-Do-We-Know
2004,February 6th,Mang jing,Drama,,33272.00,,,,5550.00,1,4.00,,Foreign Language,,https://www.the-numbers.com/movie/Mang-jing
2004,February 13th,50 First Dates,Romantic Comedy,75543497.00,120776832.00,196320329.00,75000000.00,,39852237.00,3591,6.30,96,Mental Illness,Contemporary Fiction,https://www.the-numbers.com/movie/50-First-Dates
2004,February 6th,Miracle,Drama,96612.00,64378093.00,64474705.00,28000000.00,,19377577.00,2605,5.50,135,Hockey,Dramatization,https://www.the-numbers.com/movie/Miracle-(2004)
2004,February 6th,The Return,Drama,5452134.00,501752.00,5953886.00,15000000.00,,19795.00,3,11.30,110,,Contemporary Fiction,https://www.the-numbers.com/movie/Return-The
2004,February 6th,Hiding and Seeking,Documentary,,51091.00,,,,6423.00,1,7.50,,,Factual,https://www.the-numbers.com/movie/Hiding-and-Seeking
2004,February 6th,The Lost Skeleton of Cadavra,Comedy,,110536.00,,100000.00,,10425.00,1,3.50,90,Mutants,Science Fiction,https://www.the-numbers.com/movie/Lost-Skeleton-of-Cadavra-The
2004,February 6th,Un couple ÃƒÂ©patant,Comedy,85335.00,47602.00,132937.00,,,8572.00,1,9.00,97,,,https://www.the-numbers.com/movie/Couple-epatant-Un
2004,February 6th,Catch That Kid,Adventure,255815.00,16703799.00,16959614.00,18000000.00,,5824860.00,2847,3.10,91,Kid Spies,Contemporary Fiction,https://www.the-numbers.com/movie/Catch-That-Kid
2004,February 6th,Perfect Opposites,Romantic Comedy,,11329.00,,,,11329.00,9,1.00,99,,Contemporary Fiction,https://www.the-numbers.com/movie/Perfect-Opposites
2004,February 6th,The Dreamers,Drama,12775651.00,2531462.00,15307113.00,,,142632.00,5,6.10,115,Erotic Drama,Historical Fiction,https://www.the-numbers.com/movie/Dreamers-The
2004,January 30th,You Got Served,Drama,10745361.00,40066497.00,50811858.00,8000000.00,,16123105.00,1933,4.80,95,Dancing,Contemporary Fiction,https://www.the-numbers.com/movie/You-Got-Served
2004,February 5th,Taegeugki: Hwinalrimyeo,Action,14080854.00,n/a,14080854.00,,,,,,148,,Historical Fiction,https://www.the-numbers.com/movie/Taegeugki-Hwinalrimyeo-(2004-South-Korea)
2004,January 30th,The Perfect Score,Comedy,,10387706.00,,,,4873819.00,2208,3.30,93,Heist,Contemporary Fiction,https://www.the-numbers.com/movie/Perfect-Score-The
2004,February 6th,Barbershop 2: Back in Business,Comedy,772000.00,65070412.00,65842412.00,18000000.00,,24241612.00,2711,5.70,106,Beauty Industry,Contemporary Fiction,https://www.the-numbers.com/movie/Barbershop-2-Back-in-Business
2004,January 30th,Latter Days,Drama,32590.00,833118.00,865708.00,850000.00,,,,,,Religious,Contemporary Fiction,https://www.the-numbers.com/movie/Latter-Days
2004,January 30th,Osama,Drama,844148.00,1127331.00,1971479.00,500000.00,,,,,83,Cross-Dressing,Contemporary Fiction,https://www.the-numbers.com/movie/Osama
2000,April 7th,"Me, Myself & I",Romantic Comedy,,565193.00,,,,28030.00,9,5.60,104,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Me-Myself-and-I
2004,January 30th,Eat This New York,,,18752.00,,,,5847.00,2,2.50,,,,https://www.the-numbers.com/movie/Eat-This-New-York
2000,April 7th,Return to Me,Romantic Comedy,,32662299.00,,24000000.00,,7820836.00,2007,6.20,,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Return-to-Me
2003,2003 (Limited),The Last Minute,,,n/a,,,,,,,,,,https://www.the-numbers.com/movie/Last-Minute-The
2000,April 7th,Joe Gould's Secret,Drama,745237.00,642018.00,1387255.00,,,38760.00,5,9.30,,,Dramatization,https://www.the-numbers.com/movie/Joe-Goulds-Secret
2000,April 7th,Ready to Rumble,Comedy,,12372410.00,,24000000.00,,5257778.00,2585,3.20,,Wrestling,Contemporary Fiction,https://www.the-numbers.com/movie/Ready-to-Rumble
2000,April 7th,East-West,Drama,,2319726.00,,,,56147.00,8,11.60,,,Historical Fiction,https://www.the-numbers.com/movie/East-West
2000,March 31st,The Road to El Dorado,Adventure,14897339.00,50802661.00,65700000.00,95000000.00,,12846652.00,3218,6.20,89,,Kids Fiction,https://www.the-numbers.com/movie/Road-to-El-Dorado-The
2000,March 31st,The Skulls,Thriller/Suspense,,35007180.00,,15000000.00,,11034885.00,2412,5.10,,Fraternity/Sorority,Contemporary Fiction,https://www.the-numbers.com/movie/Skulls-The
2000,April 5th,Black and White,Drama,,5241315.00,,10000000.00,,2212535.00,1284,2.30,99,,Contemporary Fiction,https://www.the-numbers.com/movie/Black-and-White-(2000)
2000,March 31st,Price of Glory,Drama,,3434515.00,,,,1611833.00,802,2.70,,,Contemporary Fiction,https://www.the-numbers.com/movie/Price-of-Glory
2000,March 31st,High Fidelity,Comedy,20604608.00,27277055.00,47881663.00,20000000.00,,6429107.00,1183,6.10,114,Breaking the Fourth Wall,Contemporary Fiction,https://www.the-numbers.com/movie/High-Fidelity
2000,March 31st,Beau Travail,Drama,,270419.00,,,,21003.00,2,17.80,92,,Contemporary Fiction,https://www.the-numbers.com/movie/Beau-Travail
2000,March 29th,The Filth and the Fury,Documentary,,612192.00,,,,13305.00,1,7.70,,,Factual,https://www.the-numbers.com/movie/Filth-and-the-Fury-The
2000,March 31st,The Color of Paradise,Drama,,1810145.00,,,,28144.00,5,17.80,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Color-of-Paradise-The
2000,March 24th,Waking the Dead,,,327418.00,,,,150422.00,62,2.00,,,,https://www.the-numbers.com/movie/Waking-the-Dead
2000,March 29th,Long Night's Journey into Day,,,45317.00,,,,6027.00,1,2.00,,,,https://www.the-numbers.com/movie/Long-Nights-Journey-into-Day
2000,March 24th,Whatever it Takes,Romantic Comedy,,8735529.00,,15000000.00,,4104298.00,2272,2.70,,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Whatever-it-Takes
2000,March 24th,Superstar Female Serial Killer,,,954.00,,,,774.00,1,1.00,,,,https://www.the-numbers.com/movie/Superstar-Female-Serial-Killer
2000,March 31st,Pups,Action,,4427.00,,,,4427.00,2,1.00,99,,,https://www.the-numbers.com/movie/Pups
2000,March 24th,Sinbad: Beyond the Veil of Mists,Adventure,,5000.00,,,,1000.00,1,1.00,85,Motion Capture Performance,Kids Fiction,https://www.the-numbers.com/movie/Sinbad-Beyond-the-Veil-of-Mists
2000,March 24th,Tutto l'amore che c'ÃƒÂ¨,Drama,1059622.00,n/a,1059622.00,,,,,,95,,Historical Fiction,https://www.the-numbers.com/movie/Tutto-l-amore-che-c-e-(Italy)-(2000)
2002,February 15th,Super Troopers,Comedy,4689861.00,18492362.00,23182223.00,1200000.00,,6203906.00,1780,3.80,103,Police life,Contemporary Fiction,https://www.the-numbers.com/movie/Super-Troopers
2002,February 20th,Versus,Action,,n/a,,,,,,,119,,Science Fiction,https://www.the-numbers.com/movie/Versus-(2002-Japan)
2002,February 22nd,Big Bad Love,Drama,,104294.00,,,,5293.00,1,5.90,,,,https://www.the-numbers.com/movie/Big-Bad-Love
2002,February 15th,Peter Pan: Return to Neverland,Adventure,61432424.00,48430258.00,109862682.00,20000000.00,,11889631.00,2605,5.90,72,Pirates,Kids Fiction,https://www.the-numbers.com/movie/Peter-Pan-Return-to-Neverland
2002,February 15th,John Q.,Thriller/Suspense,31200000.00,71026631.00,102226631.00,36000000.00,,20275194.00,2466,6.00,118,Hostage,Contemporary Fiction,https://www.the-numbers.com/movie/John-Q-(2002)
2002,February 15th,Last Orders,Drama,,2326407.00,,12000000.00,,77400.00,7,11.50,,,Contemporary Fiction,https://www.the-numbers.com/movie/Last-Orders
2002,February 15th,Scratch,Documentary,,289885.00,,,,15282.00,2,5.90,92,,Factual,https://www.the-numbers.com/movie/Scratch
2002,February 15th,Crossroads,Drama,19811333.00,37188667.00,57000000.00,12000000.00,,14527187.00,2380,5.10,94,Road Trip,Contemporary Fiction,https://www.the-numbers.com/movie/Crossroads-(2002)
2002,February 15th,The Last Man,,,3908.00,,,,1255.00,1,2.00,,,,https://www.the-numbers.com/movie/Last-Man-The
2002,February 8th,"Scotland, PA",,,384098.00,,,,43366.00,15,5.60,,,,https://www.the-numbers.com/movie/Scotland-PA
2002,February 15th,Hart's War,Drama,14000000.00,19076815.00,33076815.00,70000000.00,,7771753.00,2459,3.40,128,World War II,Historical Fiction,https://www.the-numbers.com/movie/Harts-War
2002,February 8th,Shiri,Drama,27917.00,97152.00,125069.00,,,29156.00,7,4.30,125,Civil War,Contemporary Fiction,https://www.the-numbers.com/movie/Shiri
2002,February 8th,Rollerball,Action,6861966.00,18990542.00,25852508.00,70000000.00,,9013548.00,2762,3.00,98,Fake Sports,Science Fiction,https://www.the-numbers.com/movie/Rollerball
2002,February 8th,Big Fat Liar,Adventure,4649742.00,47811275.00,52461017.00,15000000.00,,11554015.00,2531,5.80,88,Movie Business,Contemporary Fiction,https://www.the-numbers.com/movie/Big-Fat-Liar
2002,February 8th,Collateral Damage,Action,38305176.00,40048332.00,78353508.00,85000000.00,,15058432.00,2824,4.20,,Terrorism,Contemporary Fiction,https://www.the-numbers.com/movie/Collateral-Damage
2002,February 1st,The Singles Ward,Comedy,,1250798.00,,500000.00,,46649.00,11,12.70,102,,Contemporary Fiction,https://www.the-numbers.com/movie/Singles-Ward-The
2002,February 1st,Slackers,Comedy,1127974.00,4814244.00,5942218.00,11000000.00,,2785283.00,1893,2.00,87,,Contemporary Fiction,https://www.the-numbers.com/movie/Slackers
2002,February 7th,The Human Body,Documentary,1161866.00,n/a,1161866.00,,,,,,,,Factual,https://www.the-numbers.com/movie/Human-Body-The
2002,February 1st,A Rumor of Angels,,,38247.00,,,,17766.00,7,2.40,,,,https://www.the-numbers.com/movie/Rumor-of-Angels-A
2005,January 7th,Deck Dogz,Adventure,176334.00,n/a,176334.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Deck-Dogz-(2004-Australia)
2002,February 1st,Birthday Girl,Thriller/Suspense,3210831.00,4919896.00,8130727.00,13000000.00,,2370809.00,1000,2.10,93,Confidence Men,Contemporary Fiction,https://www.the-numbers.com/movie/Birthday-Girl
2002,February 1st,Taliesin Jones,Drama,,75717.00,,,,12899.00,7,4.00,93,,,https://www.the-numbers.com/movie/Taliesin-Jones
2001,March 2nd,Haunted Castle,Adventure,19211870.00,13651656.00,32863526.00,,,,,,38,,Fantasy,https://www.the-numbers.com/movie/Haunted-Castle
