year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2000,January 1st,Bakha Satang,Drama,76576.00,n/a,76576.00,,,,,,129,,Contemporary Fiction,https://www.the-numbers.com/movie/Bakha-Satang-(S-Korea)
2001,January 12th,Antitrust,Thriller/Suspense,6900000.00,10965209.00,17865209.00,30000000.00,,5486209.00,2433,3.10,,,Contemporary Fiction,https://www.the-numbers.com/movie/Antitrust
2000,January 28th,Santitos,,,378562.00,,,,,,,105,,,https://www.the-numbers.com/movie/Santitos
2002,2002 (Wide) by ,Frank McKlusky C.I.,,,n/a,,,,,,,,,,https://www.the-numbers.com/movie/Frank-McKlusky-C-I
2002,January 25th,A Walk to Remember,Drama,4833792.00,41227069.00,46060861.00,11000000.00,,12177488.00,2411,5.30,,Coming of Age,Contemporary Fiction,https://www.the-numbers.com/movie/Walk-to-Remember-A
2002,June 21st,Zig Zag,,,1649.00,,,,1649.00,1,1.00,,,,https://www.the-numbers.com/movie/Zig-Zag
2002,May 10th,TakhtÃƒÂ© siah,Drama,,21324.00,,,,1500.00,5,2.00,,Foreign Language,,https://www.the-numbers.com/movie/Takhte-siah
2009,January 2nd,"Angry Monk: Reflections on Tibet, The",Documentary,,2125.00,,,,2125.00,1,1.00,,,Factual,https://www.the-numbers.com/movie/Angry-Monk-Reflections-on-Tibet-The
2002,June 7th,30 Years to Life,Comedy,,99023.00,,,,3376.00,1,3.30,,,,https://www.the-numbers.com/movie/30-Years-to-Life
2008,January 2nd,The Killing of John Lennon,Drama,,6975.00,,,,3077.00,1,3.00,,,Dramatization,https://www.the-numbers.com/movie/Killing-of-John-Lennon-The
2008,January 18th,Mad Money,Comedy,4375214.00,20668843.00,25044057.00,22000000.00,,7736452.00,2470,3.40,104,Heist,Contemporary Fiction,https://www.the-numbers.com/movie/Mad-Money
2008,January 18th,Little Chenier,Drama,,87939.00,,,,37318.00,17,1.70,,,Contemporary Fiction,https://www.the-numbers.com/movie/Little-Chenier
2008,February 1st,Over Her Dead Body,Comedy,14025947.00,7570127.00,21596074.00,10000000.00,,4025115.00,1977,2.30,95,Haunting,Fantasy,https://www.the-numbers.com/movie/Over-Her-Dead-Body
2008,February 15th,O Ano em Que Meus Pais SaÃƒÂ­ram de FÃƒÂ©rias,Drama,1800000.00,807117.00,2607117.00,,,80655.00,18,11.20,103,Soccer,Historical Fiction,https://www.the-numbers.com/movie/Ano-em-Que-Meus-Pais-Sairam-de-Ferias-O
2008,February 15th,120,Drama,1334204.00,n/a,1334204.00,,,,,,114,,Historical Fiction,https://www.the-numbers.com/movie/120-(Turkey)
2008,February 29th,The Other Boleyn Girl,Drama,51455013.00,26814957.00,78269970.00,40000000.00,,8203061.00,1166,5.90,115,Royalty,Historical Fiction,https://www.the-numbers.com/movie/Other-Boleyn-Girl-The
2008,February 29th,A Lawyer Walks into a Bar,Documentary,,5202.00,,,,985.00,1,10.00,,,Factual,https://www.the-numbers.com/movie/Lawyer-Walks-into-a-Bar-A
2008,March 8th,La Rondine,Concert/Performance,,49088.00,,,,,,,106,TV Movie,Factual,https://www.the-numbers.com/movie/Rondine-La
2011,December 30th,Jodaeiye Nader az Simin,Drama,17327677.00,7098492.00,24426169.00,800000.00,,59481.00,3,7.00,123,Dysfunctional Family,Contemporary Fiction,https://www.the-numbers.com/movie/Jodaeiye-Nader-az-Simin
2011,December 28th,Pariah,Drama,,769552.00,,,,48579.00,4,6.80,86,LGBTQ+,Contemporary Fiction,https://www.the-numbers.com/movie/Pariah-(2011)
2011,December 25th,War Horse,Drama,76932170.00,79883359.00,156815529.00,70000000.00,,7515402.00,2376,6.30,146,World War I,Contemporary Fiction,https://www.the-numbers.com/movie/War-Horse
2011,April 6th,Habemus Papam,Comedy,9917173.00,486902.00,10404075.00,,,31368.00,3,6.10,104,Religious,Contemporary Fiction,https://www.the-numbers.com/movie/Habemus-Papam
2011,December 29th,Ivan Tsarevich i Seryy Volk,Action,25047727.00,n/a,25047727.00,,,,,,75,,Contemporary Fiction,https://www.the-numbers.com/movie/Ivan-Tsarevich-i-Seryy-Volk
2011,December 28th,El Sicario Room 164,Documentary,,n/a,,,,,,,80,Government Corruption,Factual,https://www.the-numbers.com/movie/Sicario-Room-164-El
2011,December 25th,Extremely Loud and Incredibly Close,Drama,23400000.00,31847881.00,55247881.00,40000000.00,,72348.00,6,4.10,129,11-Sep,Historical Fiction,https://www.the-numbers.com/movie/Extremely-Loud-and-Incredibly-Close
2011,December 30th,Angels Crest,Drama,1205.00,832.00,2037.00,,,407.00,1,1.00,96,Life in a Small Town,Contemporary Fiction,https://www.the-numbers.com/movie/Angels-Crest
2011,December 28th,Paranormal Xperience,Horror,2812739.00,n/a,2812739.00,,,,,,90,3-D,Contemporary Fiction,https://www.the-numbers.com/movie/Paranormal-Xperience-3D-(Spain)-(2011)
2011,December 25th,The Darkest Hour,Action,41388221.00,21443494.00,62831715.00,34800000.00,,2993519.00,2324,3.70,89,Alien Invasion,Science Fiction,https://www.the-numbers.com/movie/Darkest-Hour-The
2011,December 23rd,Miss Minoes,Adventure,,10189.00,,,,1901.00,3,1.50,,,Kids Fiction,https://www.the-numbers.com/movie/Miss-Minoes
2011,November 26th,We Bought a Zoo,Drama,43104523.00,75624550.00,118729073.00,50000000.00,,9360434.00,3117,5.90,124,Animal Lead,Dramatization,https://www.the-numbers.com/movie/We-Bought-a-Zoo
2014,November 21st,Minuscule - La vallÃƒÂ©e des fourmis perdues,Adventure,1058457.00,n/a,1058457.00,,,,,,89,,Kids Fiction,https://www.the-numbers.com/movie/Minuscule-La-vallee-des-fourmis-perdues-(France)
2011,May 11th,Kiseki,Drama,766350.00,145808.00,912158.00,,,10919.00,5,7.30,128,Relationships Gone Wrong,Contemporary Fiction,https://www.the-numbers.com/movie/Kiseki
2011,December 23rd,In The Land of Blood and Honey,Drama,205316.00,303877.00,509193.00,13000000.00,,18854.00,3,5.10,,Actors Making Their Directorial Debut,Historical Fiction,https://www.the-numbers.com/movie/In-The-Land-of-Blood-and-Honey
2011,December 23rd,Prince of the Himalayas,Drama,,9178.00,,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Prince-of-the-Himalayas
2011,December 22nd,Don 2,Action,30378610.00,3674480.00,34053090.00,,,1673921.00,161,2.90,148,3-D,Contemporary Fiction,https://www.the-numbers.com/movie/Don-2
2014,December 12th,We Are the Giant,Documentary,,1088.00,,,,1088.00,2,1.00,90,Arab Spring,Factual,https://www.the-numbers.com/movie/We-Are-the-Giant
2014,December 31st,Wang Pai,Drama,4590000.00,n/a,4590000.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Wang-Pai-(China)(2014)
2015,July 24th,The Young Kieslowski,Romantic Comedy,,n/a,,,,,,,96,,Contemporary Fiction,https://www.the-numbers.com/movie/Young-Kieslowski-The-(2015)
2015,June 10th,Last Cab to Darwin,Drama,5786944.00,34193.00,5821137.00,,,620.00,1,5.30,123,Terminal Illness,Contemporary Fiction,https://www.the-numbers.com/movie/Last-Cab-to-Darwin-(Australia)
2014,December 12th,Cong cong na nian,Drama,93470000.00,566853.00,94036853.00,,,,,,119,Set in China,Historical Fiction,https://www.the-numbers.com/movie/Cong-cong-na-nian-(China)(2014)
2015,July 31st,Ghadi,Comedy,70149.00,n/a,70149.00,,,,,,100,,Contemporary Fiction,https://www.the-numbers.com/movie/Ghadi-(Lebanon)
2015,July 31st,Fair Play,Drama,8747.00,n/a,8747.00,,,,,,100,,Historical Fiction,https://www.the-numbers.com/movie/Fair-Play-(CZ)-(2014)
2015,August 14th,Meru,Documentary,16592.00,2334228.00,2350820.00,,,91279.00,7,4.40,89,Mountain Climbing,Factual,https://www.the-numbers.com/movie/Meru
2015,August 21st,Station to Station,Documentary,1036.00,9494.00,10530.00,,,9494.00,1,1.00,70,Trains,Factual,https://www.the-numbers.com/movie/Station-to-Station
2015,August 14th,Karachi se Lahore,Comedy,17721.00,n/a,17721.00,1000000.00,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Karachi-se-Lahore
2015,December 4th,Atrapa la bandera,Adventure,21131406.00,n/a,21131406.00,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Atrapa-la-bandera
2015,September 10th,Alma,Romantic Comedy,567607.00,n/a,567607.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Alma
2015,August 28th,"Boca Juniors 3D, la pelÃƒÂ­cula",Documentary,2171383.00,n/a,2171383.00,,,,,,,Soccer,Factual,https://www.the-numbers.com/movie/Boca-Juniors-3D-la-pelicula
2015,September 18th,Life of Josutty,Comedy,7870.00,n/a,7870.00,,,,,,166,Set in India,Contemporary Fiction,https://www.the-numbers.com/movie/Life-of-Josutty-(India)
2015,September 9th,Welcome to Leith,Documentary,381.00,36010.00,36391.00,,,3707.00,1,4.40,86,Bigotry,Factual,https://www.the-numbers.com/movie/Welcome-to-Leith
2015,September 25th,Eso que llaman amor,Drama,231.00,n/a,231.00,,,,,,,,,https://www.the-numbers.com/movie/Eso-que-llaman-amor-(Argentina)-(2015)
2015,September 18th,The Man Who Saved the World,Documentary,2855.00,n/a,2855.00,,,,,,110,1980s,Factual,https://www.the-numbers.com/movie/Man-Who-Saved-the-World-The
2014,December 31st,Yuan Ling Ren Ou,Horror,3590000.00,n/a,3590000.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Yuan-Ling-Ren-Ou-(China)(2014)
2015,October 2nd,Hip Hop-eration,Documentary,6203.00,n/a,6203.00,,,,,,93,,Factual,https://www.the-numbers.com/movie/Hip-Hop-eration-(New-Zealand)-(2015)
2015,October 16th,"Kleine Ziege, sturer Bock",Comedy,67838.00,n/a,67838.00,,,,,,95,,,https://www.the-numbers.com/movie/Kleine-Ziege-sturer-Bock-(Germany)-(2015)
2015,October 9th,Vesvese: Cin Tuzagi,Horror,15193.00,n/a,15193.00,,,,,,92,,,https://www.the-numbers.com/movie/Vesvese-Cin-Tuzagi-(Turkey)-(2015)
2015,October 16th,Truth,Thriller/Suspense,4300726.00,2541854.00,6842580.00,9600000.00,,66232.00,6,1.80,125,Investigative Journalist,Dramatization,https://www.the-numbers.com/movie/Truth-(2015)
2015,October 30th,Geunomida,Thriller/Suspense,697826.00,n/a,697826.00,,,,,,109,,,https://www.the-numbers.com/movie/Geunomida-(South-Korea)-(2015)
2015,October 30th,Wo shi zheng ren,Thriller/Suspense,31424661.00,409644.00,31834305.00,,,194736.00,40,1.40,112,Blindness,Contemporary Fiction,https://www.the-numbers.com/movie/Wo-shi-zheng-ren
2015,November 6th,Sarancha,Drama,431000.00,n/a,431000.00,,,,,,124,Erotic Drama,Contemporary Fiction,https://www.the-numbers.com/movie/Sarancha-(Russia)-(2015)
2015,May 20th,HÃƒÂ¢monÃƒÂ®,Action,407320.00,23248.00,430568.00,,,760.00,3,1.00,119,Secret Agent,Science Fiction,https://www.the-numbers.com/movie/Hamoni
2015,November 20th,Dobbiamo parlare,Comedy,583290.00,n/a,583290.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Dobbiamo-parlare
2015,December 3rd,600 Millas,Thriller/Suspense,284803.00,n/a,284803.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/600-Millas
2015,November 13th,Hot Sugar's Cold World,Documentary,,n/a,,,,,,,85,Musicians,Factual,https://www.the-numbers.com/movie/Hot-Sugars-Cold-World
2015,October 2nd,Hell & Back,Adventure,,157768.00,,,,104374.00,411,1.10,84,Heaven and Hell,Fantasy,https://www.the-numbers.com/movie/Hell-and-Back
2015,December 4th,Rajini Murugan,Comedy,151741.00,n/a,151741.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Rajini-Murugan
2015,November 13th,Une Histoire de Fou,Drama,314458.00,n/a,314458.00,,,,,,134,,Historical Fiction,https://www.the-numbers.com/movie/Histoire-de-fou-Une-(France)
2015,December 25th,Point Break,Action,97922110.00,28782481.00,126704591.00,100000000.00,,9800252.00,2910,3.10,113,Extreme Sports,Contemporary Fiction,https://www.the-numbers.com/movie/Point-Break-(Remake)
2016,October 28th,Desu nÃƒÂ´to: Light Up the New World,Thriller/Suspense,18901839.00,n/a,18901839.00,,,,,,135,,Contemporary Fiction,https://www.the-numbers.com/movie/Desu-noto-Light-Up-the-New-World-(Japan)
2016,November 11th,Disturbing the Peace,Documentary,,25287.00,,,,10907.00,2,2.00,83,Jewish,Factual,https://www.the-numbers.com/movie/Disturbing-the-Peace
2015,December 18th,Star Wars Ep. VII: The Force Awakens,Adventure,1127953592.00,936662225.00,2064615817.00,306000000.00,,247966675.00,4134,9.20,136,Space Opera,Science Fiction,https://www.the-numbers.com/movie/Star-Wars-Ep-VII-The-Force-Awakens
2016,November 11th,Doctor Who: The Power of the Daleks,Action,116162.00,n/a,116162.00,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Doctor-Who-The-Power-of-the-Daleks-(UK)
2015,December 18th,Le grand jeu,,226708.00,n/a,226708.00,,,,,,99,,,https://www.the-numbers.com/movie/grand-jeu-Le-(France)-(2015)
2016,November 25th,Bellas de Noche,Documentary,,n/a,,,,,,,92,,Factual,https://www.the-numbers.com/movie/Bellas-de-Noche-(Mexico)
2015,December 25th,The Revenant,Adventure,349300408.00,183637894.00,532938302.00,135000000.00,,474560.00,4,7.60,156,Animals Gone Bad,Dramatization,https://www.the-numbers.com/movie/Revenant-The-(2015)
2016,November 25th,The Unmarried Wife,Drama,66140.00,n/a,66140.00,,,,,,130,Love Triangle,Contemporary Fiction,https://www.the-numbers.com/movie/Unmarried-Wife-The-(Philippines)-(2016)
2016,December 2nd,Sha Mo Zhi Xin,,49204.00,n/a,49204.00,,,,,,95,,,https://www.the-numbers.com/movie/Sha-Mo-Zhi-Xin-(China)-(2016)
2016,December 16th,Poveri ma Ricchi,Comedy,7259767.00,n/a,7259767.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Poveri-ma-Ricchi-(Italy)
2016,November 18th,Nuo Lietuvos nepabÃ„â€”gsi,Drama,2465.00,n/a,2465.00,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Nuo-Lietuvos-nepabegsi-(Lithuania)
2016,December 9th,Somewhere Connected,,19291.00,n/a,19291.00,,,,,,,,,https://www.the-numbers.com/movie/Somewhere-Connected-(China)-(2016)
2018,November 29th,Lo peor de los deseos,Drama,,n/a,,,,,,,93,,,https://www.the-numbers.com/movie/peor-de-los-deseos-Lo-(Bolivia)-(2018)
2016,December 30th,PÃƒÂ¨re fils thÃƒÂ©rapie!,Comedy,1453270.00,n/a,1453270.00,,,,,,92,,,https://www.the-numbers.com/movie/Pere-fils-therapie-(France)
2018,April 12th,Di Qiu Zui Hou De Ye Wang,Drama,41619365.00,521365.00,42140730.00,,,26746.00,3,6.60,133,3-D,Contemporary Fiction,https://www.the-numbers.com/movie/Di-Qiu-Zui-Hou-De-Ye-Wang-(China)-(2018)
2018,December 7th,Doktor Martin: ZÃƒÂ¡hada v Beskydech,Comedy,31651.00,n/a,31651.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Doktor-Martin-Zahada-v-Beskydech-(CZ)(2018)
2018,December 30th,Battle of Tortoise and Rabbit,,1494779.00,n/a,1494779.00,,,,,,83,,,https://www.the-numbers.com/movie/Battle-of-Tortoise-and-Rabbit-(China)-(2018)
2018,December 30th,Alibaba The Three Golden Hair,Adventure,1476950.00,n/a,1476950.00,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Alibaba-The-Three-Golden-Hair-(China)(2018)
2018,December 29th,Duan Pian Er,Comedy,7423443.00,n/a,7423443.00,,,,,,114,,,https://www.the-numbers.com/movie/Duan-Pian-Er-(China)(2018)
2018,January 4th,Yun Nan Chong Gu Yunnan Valley,Action,22268448.00,101516.00,22369964.00,,,50583.00,17,1.60,110,Treasure Hunters,Fantasy,https://www.the-numbers.com/movie/Yun-Nan-Chong-Gu-Yunnan-Valley-(China)-(2018)
2018,December 30th,Two Small Pigs Brave The Mysterious Island,Adventure,744017.00,n/a,744017.00,,,,,,80,,Kids Fiction,https://www.the-numbers.com/movie/Two-Small-Pigs-Brave-The-Mysterious-Island-(China)-(2018)
2018,December 28th,Trolled,Adventure,32834.00,n/a,32834.00,,,,,,92,,Kids Fiction,https://www.the-numbers.com/movie/Trolled-(2018)
2018,December 28th,Tiempo despuÃƒÂ©s,Comedy,1736358.00,n/a,1736358.00,,,,,,95,,Science Fiction,https://www.the-numbers.com/movie/Tiempo-despues-(Spain)-(2018)
2018,December 28th,Stan & Ollie,Drama,23592439.00,5470235.00,29062674.00,10000000.00,,78104.00,5,3.70,98,Biography,Dramatization,https://www.the-numbers.com/movie/Stan-and-Ollie-(2018)
2018,December 28th,The Work Wife,Drama,,n/a,,,,,,,86,,Contemporary Fiction,https://www.the-numbers.com/movie/Work-Wife-The-(2018)
2018,December 28th,Tarp mÃ…Â«sÃ…Â³ mergaiÃ„ï¿½iÃ…Â³,Comedy,666106.00,n/a,666106.00,,,,,,90,,Contemporary Fiction,https://www.the-numbers.com/movie/Tarp-musu-mergaiciu-(Lithuania)(2018)
2018,December 28th,TrileÃƒÂ§e,Drama,54.00,n/a,54.00,,,,,,104,,,https://www.the-numbers.com/movie/Trilece-(Turkey)-(2018)
2018,December 28th,Rio Mekong,Documentary,453.00,n/a,453.00,,,,,,60,,Factual,https://www.the-numbers.com/movie/Rio-Mekong-(Argentina)-(2018)
2018,December 28th,Simmba,Action,2255389.00,5102129.00,7357518.00,,,1758576.00,301,2.80,158,,Contemporary Fiction,https://www.the-numbers.com/movie/Simmba-(India)-(2018)
2018,December 28th,Pech to nie grzech,Romantic Comedy,2042938.00,n/a,2042938.00,,,,,,82,,,https://www.the-numbers.com/movie/Pech-to-nie-grzech-(Poland)-(2018)
2018,December 28th,MÃƒÂ¼saadenizle BÃƒÂ¼yÃƒÂ¼kler,Adventure,45185.00,n/a,45185.00,,,,,,100,,,https://www.the-numbers.com/movie/Musaadenizle-Buyukler-(Turkey)-(2018)
2018,December 28th,The Most Beautiful Season,Drama,218412.00,n/a,218412.00,,,,,,108,,,https://www.the-numbers.com/movie/Most-Beautiful-Season-The-(China)-(2018)
2018,December 28th,Shou Ji Kuang Xiang,Drama,94951615.00,n/a,94951615.00,,,,,,90,,,https://www.the-numbers.com/movie/Shou-Ji-Kuang-Xiang-(China)(2018)
2018,December 28th,One Shot,Drama,1127.00,n/a,1127.00,,,,,,84,,,https://www.the-numbers.com/movie/One-Shot-(Argentina)-(2018)
2018,December 28th,Konna Yofuke Ni Banana Kayo: Kanashiki Jitsuwa,Comedy,8652004.00,n/a,8652004.00,,,,,,120,,Contemporary Fiction,https://www.the-numbers.com/movie/Konna-Yofuke-Ni-Banana-Kayo-Kanashiki-Jitsuwa-(Japan)-(2018)
2018,December 28th,Njan Prakashan,Drama,57375.00,n/a,57375.00,,,,,,131,,Contemporary Fiction,https://www.the-numbers.com/movie/Njan-Prakashan-(India)(2018)
2018,December 28th,Minha Vida em Marte,Comedy,21105636.00,n/a,21105636.00,,,,,,110,,Contemporary Fiction,https://www.the-numbers.com/movie/Minha-Vida-em-Marte-(Brazil)-(2018)
2018,December 28th,K.G.F: Chapter 1,Action,27179.00,n/a,27179.00,,,,,,156,,Historical Fiction,https://www.the-numbers.com/movie/K-G-F-Chapter-1-(India)(2018)
2018,December 28th,Der kleine Drache Kokosnuss - Auf in den Dschungel!,Adventure,1866262.00,n/a,1866262.00,,,,,,80,,Kids Fiction,https://www.the-numbers.com/movie/kleine-Drache-Kokosnuss-Auf-in-den-Dschungel-Der-(Germany)-(2018)
2018,December 28th,jeombaki hanbandoeui gongryong 2 saeroun nakwon,Adventure,3783492.00,n/a,3783492.00,,,,,,94,,,https://www.the-numbers.com/movie/jeombaki-hanbandoeui-gongryong-2-saeroun-nakwon-(South-Korea)-(2018)
2018,December 28th,Chef,Documentary,94.00,n/a,94.00,,,,,,98,,,https://www.the-numbers.com/movie/Chef-(Turkey)-(2018)
2018,December 28th,Benji,Adventure,585333.00,n/a,585333.00,6000000.00,,,,,87,Animal Lead,Contemporary Fiction,https://www.the-numbers.com/movie/Benji-(UAE)-(2018)
2018,December 27th,T-34,Drama,39526616.00,n/a,39526616.00,10000000.00,,,,,75,,Historical Fiction,https://www.the-numbers.com/movie/T34-(Russia)(2018)
2018,December 28th,BÃƒÂ¶rÃƒÂ¼,Drama,1441948.00,n/a,1441948.00,,,,,,126,,,https://www.the-numbers.com/movie/Boru-(Turkey)-(2018)
2018,December 27th,Der Junge muss an die frische Luft,Comedy,31920181.00,n/a,31920181.00,,,,,,100,,Dramatization,https://www.the-numbers.com/movie/Junge-muss-an-die-frische-Luft-Der-(Germany)(2018)
2018,December 27th,Yolki Posledniye,Comedy,11499494.00,n/a,11499494.00,,,,,,96,Suicide Attempt,Contemporary Fiction,https://www.the-numbers.com/movie/Yolki-Posledniye-(Russia)(2018)
2018,December 28th,Cuando Brillan las Estrellas,Comedy,2506.00,n/a,2506.00,,,,,,,,,https://www.the-numbers.com/movie/Cuando-Brillan-las-Estrellas-(Argentina)-(2018)
2018,December 27th,Au bout des doigts,Drama,3712903.00,n/a,3712903.00,,,,,,105,,Contemporary Fiction,https://www.the-numbers.com/movie/Au-bout-des-doigts-(France)-(2018)
2018,December 26th,Un violent dÃƒÂ©sir de bonheur,Drama,,n/a,,,,,,,75,Revolution,Historical Fiction,https://www.the-numbers.com/movie/Violent-desir-de-bonheur-Un-(France)-(2018)
2018,December 27th,La befana vien di notte,Comedy,9166973.00,n/a,9166973.00,,,,,,98,,Fantasy,https://www.the-numbers.com/movie/befana-vien-di-notte-La-(Italy)-(2018)
2018,January 4th,PMC: deo beong-keo,Action,12478635.00,n/a,12478635.00,10300000.00,,,,,119,2020s,Contemporary Fiction,https://www.the-numbers.com/movie/PMC-deo-beong-keo-(South-Korea)-(2018)
2018,December 27th,Moschettieri del Re - La penultima missione,Comedy,5728962.00,n/a,5728962.00,,,,,,109,,Historical Fiction,https://www.the-numbers.com/movie/Moschettieri-del-Re-La-penultima-missione-(Italy)-(2018)
2018,December 22nd,Mult v. Kino Vypusk No. 87,Adventure,100689.00,n/a,100689.00,,,,,,,,Kids Fiction,https://www.the-numbers.com/movie/Mult-v-Kino-Vypusk-No-87-(Russia)-(2018)
2018,July 19th,L'homme fidÃƒÂ¨le,Romantic Comedy,1861933.00,77776.00,1939709.00,,,7321.00,1,3.70,75,,Contemporary Fiction,https://www.the-numbers.com/movie/homme-fidele-L-(France)-(2018)
2018,January 11th,Perfectos desconocidos,Comedy,6880839.00,1014507.00,7895346.00,,,422656.00,132,3.40,97,Dinner Party,Contemporary Fiction,https://www.the-numbers.com/movie/Perfectos-desconocidos-(Mexico)-(2018)
2018,December 21st,Zerk,Horror,8785.00,n/a,8785.00,,,,,,110,,,https://www.the-numbers.com/movie/Zerk-(Turkey)-(2018)
2018,December 25th,Destroyer,Thriller/Suspense,4332165.00,1533324.00,5865489.00,9000000.00,,55347.00,3,2.60,123,Police Detective,Contemporary Fiction,https://www.the-numbers.com/movie/Destroyer-(2018)
2018,December 21st,Zero,Comedy,1995127.00,n/a,1995127.00,,,,,,164,Bollywood,Science Fiction,https://www.the-numbers.com/movie/Zero-(India)-(2018)
2018,December 21st,YanÃ„Â±mda Kal,Drama,69938.00,n/a,69938.00,,,,,,105,,Contemporary Fiction,https://www.the-numbers.com/movie/Yanimda-Kal-(Turkey)-(2018)
2018,April 12th,Ye Wen hui chuan: Zhang Tianzhi,Action,19572493.00,209454.00,19781947.00,,,92663.00,61,1.60,108,Martial Arts,,https://www.the-numbers.com/movie/Ye-Wen-hui-chuan-Zhang-Tianzhi-(Hong-Kong)-(2018)
2018,April 12th,Mia et le lion blanc,Drama,33899357.00,400498.00,34299855.00,,,192816.00,312,1.30,97,Coming of Age,Contemporary Fiction,https://www.the-numbers.com/movie/Mia-et-le-lion-blanc-(France)(2018)
2018,December 21st,Wu Lin Guai Shou,Action,11573104.00,n/a,11573104.00,,,,,,104,,Fantasy,https://www.the-numbers.com/movie/Wu-Lin-Guai-Shou-(Hong-Kong)(2018)
2018,December 22nd,Kamen RaidÃƒÂ¢ Heisei JenerÃƒÂªshonzu FoebÃƒÂ¢,Action,12465928.00,n/a,12465928.00,,,,,,100,,,https://www.the-numbers.com/movie/Kamen-Raida-Heisei-Jenereshonzu-Foeba-(Japan)-(2018)
2018,December 21st,Welcome to Marwen,Drama,2322617.00,10763520.00,13086137.00,45000000.00,,2354205.00,1911,2.90,116,Neo Nazis,Dramatization,https://www.the-numbers.com/movie/Welcome-to-Marwen-(2018)
2018,December 21st,Vergara,,3695.00,n/a,3695.00,,,,,,76,,Contemporary Fiction,https://www.the-numbers.com/movie/Vergara-(Argentina)-(2018)
2018,December 25th,Vice,Black Comedy,23057500.00,47836282.00,70893782.00,60000000.00,,7768371.00,2442,5.30,132,Biography,Dramatization,https://www.the-numbers.com/movie/Vice-(2018)
2018,December 21st,Tian Qi Yu Bao,Adventure,18382575.00,103053.00,18485628.00,,,35363.00,21,1.70,105,Suicide Attempt,,https://www.the-numbers.com/movie/Tian-Qi-Yu-Bao-(China)(2018)
2018,December 21st,The Soul of Shui People in 1944,Drama,599574.00,n/a,599574.00,,,,,,91,,Historical Fiction,https://www.the-numbers.com/movie/Soul-of-Shui-People-in-1944-The-(China)-(2018)
2018,December 21st,Snezhnaya koroleva. Zazerkale,Adventure,9456027.00,n/a,9456027.00,,,,,,87,,Kids Fiction,https://www.the-numbers.com/movie/Snezhnaya-koroleva-Zazerkale-(Russia)(2018)
2018,December 21st,Unknown Distance,Documentary,,n/a,,,,,,,94,,Factual,https://www.the-numbers.com/movie/Unknown-Distance-(Documentary)
2018,December 21st,Silukkuvarpatti Singam,Drama,405.00,n/a,405.00,,,,,,134,,Contemporary Fiction,https://www.the-numbers.com/movie/Silukkuvarpatti-Singam-(India)(2018)
2018,December 21st,The Revenge of Phantom Knight,Horror,23369.00,n/a,23369.00,,,,,,105,,Contemporary Fiction,https://www.the-numbers.com/movie/Revenge-of-Phantom-Knight-The-(China)-(2018)
2018,December 21st,Padi Padi Leche Manasu,Drama,20916.00,n/a,20916.00,,,,,,158,,Contemporary Fiction,https://www.the-numbers.com/movie/Padi-Padi-Leche-Manasu-(India)-(2018)
2018,December 21st,SÃƒÂ¼kut Evi,Drama,262.00,n/a,262.00,,,,,,97,,,https://www.the-numbers.com/movie/Sukut-Evi-(Turkey)-(2018)
2018,December 21st,Porno para principiantes,Comedy,9848.00,n/a,9848.00,,,,,,88,,Contemporary Fiction,https://www.the-numbers.com/movie/Porno-para-principiantes-(Uruguay)-(2018)
2018,December 21st,Patrolman Baoyin,Drama,100000.00,n/a,100000.00,,,,,,97,,Contemporary Fiction,https://www.the-numbers.com/movie/Patrolman-Baoyin-(China)-(2018)
2018,December 21st,The Last Resort,Documentary,,158646.00,,,,8280.00,2,4.80,70,Set in Miami,Factual,https://www.the-numbers.com/movie/Last-Resort-The-(Documentary)-(2018)
2018,December 21st,National Theatre Live: Antony & Cleopatra,Concert/Performance,891885.00,n/a,891885.00,,,,,,,Theater,Historical Fiction,https://www.the-numbers.com/movie/National-Theatre-Live-Antony-and-Cleopatra-(2018)(UK)
2018,December 21st,Maari 2,Comedy,68392.00,n/a,68392.00,,,,,,143,,Contemporary Fiction,https://www.the-numbers.com/movie/Maari-2-(India)-(2018)
2018,December 21st,Kanaa,Drama,2999.00,n/a,2999.00,,,,,,145,,Contemporary Fiction,https://www.the-numbers.com/movie/Kanaa-(India)(2018)
